question,topic,confidence,btc_direction
"Ethereum Up or Down - December 7, 2:45PM-3:00PM ET",Ethereum price target,0.665,1
"Bitcoin Up or Down - December 8, 3PM ET",Bitcoin price target,0.684,1
"Ethereum Up or Down - December 8, 3PM ET",Ethereum price target,0.653,1
"Solana Up or Down - December 8, 3PM ET",other,0.415,0
"Bitcoin Up or Down - December 7, 3:00PM-3:15PM ET",Bitcoin price target,0.751,1
"Solana Up or Down - December 7, 3:00PM-3:15PM ET",Solana price target,0.364,1
"Ethereum Up or Down - December 7, 3:00PM-3:15PM ET",Ethereum price target,0.725,1
"Bitcoin Up or Down - December 7, 3:15PM-3:30PM ET",Bitcoin price target,0.77,1
"Solana Up or Down - December 7, 3:15PM-3:30PM ET",Solana price target,0.388,1
"Ethereum Up or Down - December 7, 3:15PM-3:30PM ET",Ethereum price target,0.69,1
"Bitcoin Up or Down - December 7, 3:30PM-3:45PM ET",Bitcoin price target,0.741,1
"Ethereum Up or Down - December 7, 3:30PM-3:45PM ET",Ethereum price target,0.711,1
"Solana Up or Down - December 7, 3:30PM-3:45PM ET",Solana price target,0.359,1
"Bitcoin Up or Down - December 7, 3:45PM-4:00PM ET",Bitcoin price target,0.757,1
"Solana Up or Down - December 7, 3:45PM-4:00PM ET",Solana price target,0.408,1
"Ethereum Up or Down - December 7, 3:45PM-4:00PM ET",Ethereum price target,0.672,1
"Bitcoin Up or Down - December 8, 4PM ET",Bitcoin price target,0.685,1
"Ethereum Up or Down - December 8, 4PM ET",Ethereum price target,0.649,1
"Solana Up or Down - December 8, 4PM ET",other,0.43,0
"Ethereum Up or Down - December 7, 4:00PM-8:00PM ET",Ethereum price target,0.674,1
"Solana Up or Down - December 7, 4:00PM-8:00PM ET",Solana price target,0.365,1
"Bitcoin Up or Down - December 7, 4:00PM-4:15PM ET",Bitcoin price target,0.761,1
"Solana Up or Down - December 7, 4:00PM-4:15PM ET",Solana price target,0.368,1
"Ethereum Up or Down - December 7, 4:00PM-4:15PM ET",Ethereum price target,0.732,1
"Bitcoin Up or Down - December 7, 4:15PM-4:30PM ET",Bitcoin price target,0.779,1
"Solana Up or Down - December 7, 4:15PM-4:30PM ET",Solana price target,0.375,1
"Ethereum Up or Down - December 7, 4:15PM-4:30PM ET",Ethereum price target,0.701,1
"Bitcoin Up or Down - December 7, 4:30PM-4:45PM ET",Bitcoin price target,0.755,1
"Ethereum Up or Down - December 7, 4:30PM-4:45PM ET",Ethereum price target,0.72,1
"Solana Up or Down - December 7, 4:30PM-4:45PM ET",Solana price target,0.358,1
"Bitcoin Up or Down - December 7, 4:45PM-5:00PM ET",Bitcoin price target,0.747,1
"Solana Up or Down - December 7, 4:45PM-5:00PM ET",Solana price target,0.405,1
"Ethereum Up or Down - December 7, 4:45PM-5:00PM ET",Ethereum price target,0.667,1
"Bitcoin Up or Down - December 8, 5PM ET",Bitcoin price target,0.681,1
"Ethereum Up or Down - December 8, 5PM ET",Ethereum price target,0.646,1
"Solana Up or Down - December 8, 5PM ET",other,0.446,0
"Bitcoin Up or Down - December 7, 5:00PM-5:15PM ET",Bitcoin price target,0.751,1
"Ethereum Up or Down - December 7, 5:00PM-5:15PM ET",Ethereum price target,0.712,1
"Solana Up or Down - December 7, 5:00PM-5:15PM ET",Solana price target,0.37,1
"Bitcoin Up or Down - December 7, 5:15PM-5:30PM ET",Bitcoin price target,0.773,1
"Solana Up or Down - December 7, 5:15PM-5:30PM ET",Solana price target,0.382,1
"Ethereum Up or Down - December 7, 5:15PM-5:30PM ET",Ethereum price target,0.693,1
"Bitcoin Up or Down - December 7, 5:30PM-5:45PM ET",Bitcoin price target,0.743,1
"Ethereum Up or Down - December 7, 5:30PM-5:45PM ET",Ethereum price target,0.703,1
"Solana Up or Down - December 7, 5:30PM-5:45PM ET",Solana price target,0.366,1
"Bitcoin Up or Down - December 7, 5:45PM-6:00PM ET",Bitcoin price target,0.749,1
"Solana Up or Down - December 7, 5:45PM-6:00PM ET",Solana price target,0.395,1
"Ethereum Up or Down - December 7, 5:45PM-6:00PM ET",Ethereum price target,0.66,1
"Bitcoin Up or Down - December 8, 6PM ET",Bitcoin price target,0.675,1
"Ethereum Up or Down - December 8, 6PM ET",Ethereum price target,0.639,1
"Bitcoin Up or Down - December 7, 6:00PM-6:15PM ET",Bitcoin price target,0.739,1
"Solana Up or Down - December 7, 6:00PM-6:15PM ET",Solana price target,0.351,1
"Ethereum Up or Down - December 7, 6:00PM-6:15PM ET",Ethereum price target,0.701,1
"Bitcoin Up or Down - December 7, 6:15PM-6:30PM ET",Bitcoin price target,0.764,1
"Solana Up or Down - December 7, 6:15PM-6:30PM ET",Solana price target,0.357,1
"Ethereum Up or Down - December 7, 6:15PM-6:30PM ET",Ethereum price target,0.684,1
"Bitcoin Up or Down - December 7, 6:30PM-6:45PM ET",Bitcoin price target,0.73,1
"Solana Up or Down - December 7, 6:30PM-6:45PM ET",other,0.36,0
"Ethereum Up or Down - December 7, 6:30PM-6:45PM ET",Ethereum price target,0.693,1
"Bitcoin Up or Down - December 7, 6:45PM-7:00PM ET",Bitcoin price target,0.753,1
"Solana Up or Down - December 7, 6:45PM-7:00PM ET",Solana price target,0.378,1
"Ethereum Up or Down - December 7, 6:45PM-7:00PM ET",Ethereum price target,0.671,1
"Bitcoin Up or Down - December 8, 7PM ET",Bitcoin price target,0.669,1
"Ethereum Up or Down - December 8, 7PM ET",Ethereum price target,0.637,1
"Solana Up or Down - December 8, 7PM ET",other,0.472,0
"Bitcoin Up or Down - December 7, 7:00PM-7:15PM ET",Bitcoin price target,0.735,1
"Solana Up or Down - December 7, 7:00PM-7:15PM ET",other,0.367,0
"Ethereum Up or Down - December 7, 7:00PM-7:15PM ET",Ethereum price target,0.694,1
"Solana Up or Down - December 7, 7:15PM-7:30PM ET",other,0.339,0
"Ethereum Up or Down - December 7, 7:15PM-7:30PM ET",Ethereum price target,0.679,1
"Bitcoin Up or Down - December 7, 7:15PM-7:30PM ET",Bitcoin price target,0.765,1
"Bitcoin Up or Down - December 7, 7:30PM-7:45PM ET",Bitcoin price target,0.714,1
"Ethereum Up or Down - December 7, 7:30PM-7:45PM ET",Ethereum price target,0.683,1
"Solana Up or Down - December 7, 7:30PM-7:45PM ET",other,0.379,0
"Bitcoin Up or Down - December 7, 7:45PM-8:00PM ET",Bitcoin price target,0.738,1
"Ethereum Up or Down - December 7, 7:45PM-8:00PM ET",Ethereum price target,0.643,1
"Solana Up or Down - December 7, 7:45PM-8:00PM ET",Solana price target,0.355,1
"Solana Up or Down - December 7, 8:00PM-12:00AM ET",other,0.376,0
"Bitcoin Up or Down - December 7, 8:00PM-12:00AM ET",Bitcoin price target,0.682,1
"Ethereum Up or Down - December 7, 8:00PM-12:00AM ET",Ethereum price target,0.65,1
"Bitcoin Up or Down - December 7, 8:00PM-8:15PM ET",Bitcoin price target,0.726,1
"Ethereum Up or Down - December 7, 8:00PM-8:15PM ET",Ethereum price target,0.688,1
"Solana Up or Down - December 7, 8:00PM-8:15PM ET",other,0.371,0
"Ethereum Up or Down - December 7, 8:15PM-8:30PM ET",Ethereum price target,0.667,1
"Bitcoin Up or Down - December 7, 8:15PM-8:30PM ET",Bitcoin price target,0.757,1
"Solana Up or Down - December 7, 8:15PM-8:30PM ET",other,0.346,0
"Solana Up or Down - December 7, 8:30PM-8:45PM ET",other,0.375,0
"Ethereum Up or Down - December 7, 8:30PM-8:45PM ET",Ethereum price target,0.677,1
"Bitcoin Up or Down - December 7, 8:30PM-8:45PM ET",Bitcoin price target,0.716,1
"Ethereum Up or Down - December 7, 8:45PM-9:00PM ET",Ethereum price target,0.642,1
"Solana Up or Down - December 7, 8:45PM-9:00PM ET",Solana price target,0.35,1
"Solana Up or Down - December 7, 9:00PM-9:15PM ET",other,0.364,0
"Bitcoin Up or Down - December 7, 9:15PM-9:30PM ET",Bitcoin price target,0.744,1
"Solana Up or Down - December 7, 9:15PM-9:30PM ET",other,0.336,0
"Ethereum Up or Down - December 7, 9:15PM-9:30PM ET",Ethereum price target,0.653,1
"Bitcoin Up or Down - December 7, 9:30PM-9:45PM ET",Bitcoin price target,0.71,1
"Ethereum Up or Down - December 7, 9:30PM-9:45PM ET",Ethereum price target,0.667,1
"Solana Up or Down - December 7, 9:30PM-9:45PM ET",other,0.372,0
"Bitcoin Up or Down - December 7, 9:45PM-10:00PM ET",Bitcoin price target,0.689,1
"Ethereum Up or Down - December 7, 9:45PM-10:00PM ET",Ethereum price target,0.618,1
"Solana Up or Down - December 7, 10:00PM-10:15PM ET",other,0.423,0
"Ethereum Up or Down - December 7, 10:00PM-10:15PM ET",Ethereum price target,0.654,1
"Bitcoin Up or Down - December 7, 10:00PM-10:15PM ET",Bitcoin price target,0.692,1
"Bitcoin Up or Down - December 7, 10:15PM-10:30PM ET",Bitcoin price target,0.71,1
"Ethereum Up or Down - December 7, 10:15PM-10:30PM ET",Ethereum price target,0.633,1
"Solana Up or Down - December 7, 10:15PM-10:30PM ET",other,0.395,0
"Ethereum Up or Down - December 7, 10:30PM-10:45PM ET",Ethereum price target,0.636,1
"Bitcoin Up or Down - December 7, 10:30PM-10:45PM ET",Bitcoin price target,0.684,1
"Solana Up or Down - December 7, 10:30PM-10:45PM ET",other,0.413,0
"Ethereum Up or Down - December 7, 10:45PM-11:00PM ET",Ethereum price target,0.616,1
"Bitcoin Up or Down - December 7, 10:45PM-11:00PM ET",Bitcoin price target,0.704,1
"Solana Up or Down - December 7, 10:45PM-11:00PM ET",other,0.379,0
"Bitcoin Up or Down - December 7, 11:00PM-11:15PM ET",Bitcoin price target,0.674,1
"Ethereum Up or Down - December 7, 11:00PM-11:15PM ET",Ethereum price target,0.635,1
"Solana Up or Down - December 7, 11:00PM-11:15PM ET",other,0.43,0
"Ethereum Up or Down - December 7, 11:15PM-11:30PM ET",Ethereum price target,0.616,1
"Bitcoin Up or Down - December 7, 11:15PM-11:30PM ET",Bitcoin price target,0.706,1
"Solana Up or Down - December 7, 11:15PM-11:30PM ET",other,0.404,0
"Bitcoin Up or Down - December 7, 11:30PM-11:45PM ET",Bitcoin price target,0.674,1
"Ethereum Up or Down - December 7, 11:30PM-11:45PM ET",Ethereum price target,0.623,1
"Solana Up or Down - December 7, 11:30PM-11:45PM ET",other,0.426,0
"Bitcoin Up or Down - December 7, 11:45PM-12:00AM ET",Bitcoin price target,0.684,1
"Ethereum Up or Down - December 8, 12:00AM-4:00AM ET",Ethereum price target,0.631,1
"Solana Up or Down - December 8, 12:00AM-4:00AM ET",Solana price target,0.388,1
"Bitcoin Up or Down - December 8, 12:00AM-4:00AM ET",Bitcoin price target,0.706,1
"Ethereum Up or Down - December 8, 12:00AM-12:15AM ET",Ethereum price target,0.667,1
"Bitcoin Up or Down - December 8, 12:00AM-12:15AM ET",Bitcoin price target,0.714,1
"Solana Up or Down - December 8, 12:00AM-12:15AM ET",Solana price target,0.362,1
"Bitcoin Up or Down - December 8, 12:15AM-12:30AM ET",Bitcoin price target,0.727,1
"Ethereum Up or Down - December 8, 12:15AM-12:30AM ET",Ethereum price target,0.645,1
"Solana Up or Down - December 8, 12:15AM-12:30AM ET",Solana price target,0.354,1
"Ethereum Up or Down - December 8, 12:30AM-12:45AM ET",Ethereum price target,0.657,1
"Bitcoin Up or Down - December 8, 12:30AM-12:45AM ET",Bitcoin price target,0.713,1
"Solana Up or Down - December 8, 12:30AM-12:45AM ET",other,0.375,0
"Bitcoin Up or Down - December 8, 12:45AM-1:00AM ET",Bitcoin price target,0.707,1
"Ethereum Up or Down - December 8, 12:45AM-1:00AM ET",Ethereum price target,0.623,1
"Bitcoin Up or Down - December 8, 1:00AM-1:15AM ET",Bitcoin price target,0.704,1
"Solana Up or Down - December 8, 1:00AM-1:15AM ET",Solana price target,0.362,1
"Ethereum Up or Down - December 8, 1:00AM-1:15AM ET",Ethereum price target,0.686,1
"Bitcoin Up or Down - December 8, 1:15AM-1:30AM ET",Bitcoin price target,0.706,1
"Ethereum Up or Down - December 8, 1:15AM-1:30AM ET",Ethereum price target,0.658,1
"Solana Up or Down - December 8, 1:15AM-1:30AM ET",Solana price target,0.346,1
"Bitcoin Up or Down - December 8, 1:30AM-1:45AM ET",Bitcoin price target,0.689,1
"Solana Up or Down - December 8, 1:30AM-1:45AM ET",Solana price target,0.354,1
"Ethereum Up or Down - December 8, 1:30AM-1:45AM ET",Ethereum price target,0.661,1
"Ethereum Up or Down - December 8, 1:45AM-2:00AM ET",Ethereum price target,0.622,1
"Bitcoin Up or Down - December 8, 1:45AM-2:00AM ET",Bitcoin price target,0.695,1
"Solana Up or Down - December 8, 1:45AM-2:00AM ET",Solana price target,0.373,1
"Bitcoin Up or Down - December 8, 2:00AM-2:15AM ET",Bitcoin price target,0.709,1
"Ethereum Up or Down - December 8, 2:00AM-2:15AM ET",Ethereum price target,0.693,1
"Solana Up or Down - December 8, 2:00AM-2:15AM ET",Solana price target,0.358,1
"Bitcoin Up or Down - December 8, 2:15AM-2:30AM ET",Bitcoin price target,0.715,1
"Ethereum Up or Down - December 8, 2:15AM-2:30AM ET",Ethereum price target,0.654,1
"Solana Up or Down - December 8, 2:15AM-2:30AM ET",Solana price target,0.368,1
"Bitcoin Up or Down - December 8, 2:30AM-2:45AM ET",Bitcoin price target,0.691,1
"Ethereum Up or Down - December 8, 2:30AM-2:45AM ET",Ethereum price target,0.662,1
"Solana Up or Down - December 8, 2:30AM-2:45AM ET",Solana price target,0.358,1
"Bitcoin Up or Down - December 8, 2:45AM-3:00AM ET",Bitcoin price target,0.717,1
"Solana Up or Down - December 8, 2:45AM-3:00AM ET",Solana price target,0.396,1
"Ethereum Up or Down - December 8, 3:00AM-3:15AM ET",Ethereum price target,0.69,1
"Bitcoin Up or Down - December 8, 3:00AM-3:15AM ET",Bitcoin price target,0.729,1
"Solana Up or Down - December 8, 3:00AM-3:15AM ET",Solana price target,0.346,1
"Ethereum Up or Down - December 8, 3:15AM-3:30AM ET",Ethereum price target,0.647,1
"Bitcoin Up or Down - December 8, 3:15AM-3:30AM ET",Bitcoin price target,0.739,1
"Solana Up or Down - December 8, 3:15AM-3:30AM ET",Solana price target,0.363,1
"Bitcoin Up or Down - December 8, 3:30AM-3:45AM ET",Bitcoin price target,0.713,1
"Ethereum Up or Down - December 8, 3:30AM-3:45AM ET",Ethereum price target,0.664,1
"Bitcoin Up or Down - December 8, 3:45AM-4:00AM ET",Bitcoin price target,0.741,1
"Ethereum Up or Down - December 8, 3:45AM-4:00AM ET",Ethereum price target,0.644,1
"Solana Up or Down - December 8, 3:45AM-4:00AM ET",Solana price target,0.393,1
"Solana Up or Down - December 8, 4:00AM-8:00AM ET",Solana price target,0.399,1
"Ethereum Up or Down - December 8, 4:00AM-8:00AM ET",Ethereum price target,0.666,1
